Length[mum]	Width[mum]	Velocity[mum/s]	Solidity	
8.7653	0.33966	0.72119	0.31313
7.2929	0.27128	0.65197	0.38505
6.9313	0.5778	0.39788	0.49821
9.4795	0.4245	0.62413	0.58275
6.6863	0.46825	0.54278	0.47591
4.9117	0.29525	0.69921	0.52982
7.1638	0.38342	0.67178	0.30361
6.716	0.39755	0.58854	0.42901
7.3532	0.53159	0.61373	0.40417
3.9301	0.46919	0.46225	0.53186
1.2274	0.58683	0.027876	0.88235
7.816	0.40303	0.58302	0.34167
7.6944	0.41689	0.59332	0.50075
8.7401	0.34284	0.67366	0.46567
5.4736	0.41058	0.37305	0.62567
10.228	0.40754	0.70795	0.27074
4.9478	0.39403	0.49606	0.47991
11.599	0.3668	0.91794	0.26479
5.5132	0.41111	0.47164	0.63271
6.5948	0.40777	0.56897	0.37234
14.079	0.4277	0.81236	0.21061
3.3292	0.35194	0.22193	0.71765
6.1504	0.41381	0.63276	0.7423
3.1888	0.53007	0.46595	0.61972
3.3105	0.34232	0.34088	0.4664
15.36	0.62839	0.99716	0.26857
7.8235	0.39405	0.84165	0.38535
4.5349	0.41508	0.27274	0.71795
2.5614	0.40494	0.51833	0.75524
3.0848	0.26774	0.52068	0.59722
3.5004	0.36766	0.4607	0.45734
1.5858	0.46029	0.15503	0.67857
5.0483	0.39	0.58965	0.47564
3.3259	0.24834	0.55845	0.74783
3.9588	0.3736	0.26113	0.52921
3.3691	0.25941	0.52395	0.55488
2.9943	0.29829	0.67349	0.58491
2.1413	0.3319	0.46171	0.52113
