Length[mum]	Width[mum]	Velocity[mum/s]	Solidity	
0.78834	0.37795	0.97213	0.61871
0.86486	0.35565	0.81925	0.30592
1.3075	0.32819	0.098888	0.8625
0.92809	0.3425	0.77838	0.38026
1.289	0.26444	0.84383	0.65888
0.73197	0.45957	0.67597	0.53659
1.5761	0.31585	0.77771	0.40342
3.464	0.27755	0.76258	0.38976
2.1012	0.28193	0.90332	0.19324
0.85612	0.21674	0.61676	0.40773
0.64969	0.46779	0.28369	0.8216
1.3827	0.29169	0.47836	0.72857
1.8056	0.20732	0.9351	0.69655
1.0885	0.31753	0.79929	0.62766
1.4032	0.4373	0.040133	0.81618
1.6004	0.34682	0.81707	0.31324
1.1406	0.45965	0.72815	0.725
1.2568	0.3455	0.51582	0.40587
0.73577	0.45927	0.49032	0.71
0.74584	0.30856	0.86372	0.41754
1.1808	0.28067	0.61818	0.35092
1.9014	0.28584	0.44552	0.51485
1.3742	0.28564	0.94242	0.23712
0.83793	0.50034	0.43051	0.7541
1.2757	0.25113	0.3565	0.55789
0.73578	0.33916	0.81808	0.44109
1.1764	0.2683	0.39144	0.72593
1.4775	0.35834	0.66723	0.6962
0.96722	0.25967	1.1272	0.57764
0.70272	0.36052	0.65901	0.60408
1.5872	0.3729	0.33362	0.7697
0.77185	0.26636	0.6424	0.74324
0.96309	0.25043	0.32134	0.78261
0.56176	0.47879	0.34541	0.83562
0.82011	0.18453	0.79812	0.58621
0.88147	0.40387	0.68579	0.76471
0.75163	0.37331	0.86674	0.63758
2.1522	0.24717	0.71198	0.64423
0.95959	0.23986	0.58199	0.58261
